,SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Sentiment,Total Amount
315,316,Sleep Tracker,Wearables,2023-04-29,90.0,2.0,Europe,CUST1054,Online Direct,REP004,0.0,70,Wholesale,Out of Stock,Pending Return,Will shop again,Neutral,Positive,180.0
316,317,Baby Cradle,Baby Products,2023-04-29,105.0,3.0,Europe,CUST1031,Retail,REP007,0.0,80,Wholesale,Out of Stock,Pending Return,Will shop again,Positive,Positive,315.0
317,318,Camping Stove,Sports & Outdoors,2023-05-27,90.0,1.0,Europe,CUST1064,Wholesale,REP009,0.0,70,Marketplace,Out of Stock,No Return,Damaged on arrival,Negative,Negative,90.0
318,319,Electric Scooter,Electronics,2024-03-21,390.0,5.0,Latin America,CUST1021,Online Direct,REP007,0.0,300,Online Direct,In Stock,Pending Return,Fast delivery,Positive,Positive,1950.0
319,320,Poetry Collection,Books & Media,2023-04-14,20.0,1.0,Asia Pacific,CUST1081,Retail,REP005,0.0,15,Marketplace,Low Stock,Returned,Fast delivery,Negative,Positive,20.0
320,321,Jumper,Fashion,2023-09-10,52.0,5.0,Middle East & Africa,CUST1092,Wholesale,REP003,0.0,40,Online Direct,In Stock,No Return,Poor packaging,Positive,Negative,260.0
321,322,Photo Frame,Home Décor,2023-01-01,32.0,1.0,Asia Pacific,CUST1030,Online Direct,REP004,0.0,25,Marketplace,Low Stock,No Return,Will return,Positive,Negative,32.0
322,323,Makeup Remover,Health & Beauty,2023-10-24,20.0,4.0,Asia Pacific,CUST1087,Retail,REP009,0.0,15,Wholesale,In Stock,Pending Return,Item as described,Neutral,Positive,80.0
323,324,Keyboard,Electronics,2023-10-08,50.0,5.0,Latin America,CUST1044,Wholesale,REP004,0.0,40,Wholesale,Low Stock,No Return,Terrible support,Positive,Negative,250.0
324,325,Swimwear,Fashion,2023-07-18,65.0,5.0,Europe,CUST1035,Online Direct,REP001,0.0,50,Retail,Out of Stock,No Return,Exceeds expectations,Negative,Positive,325.0
325,326,Tennis Balls,Sports & Outdoors,2024-05-26,26.0,4.0,North America,CUST1041,Retail,REP006,0.0,20,Retail,Low Stock,Returned,Good value for money,Neutral,Positive,104.0
326,327,Hairdryer,Home Appliances,2024-03-13,38.0,1.0,North America,CUST1053,Wholesale,REP010,0.0,30,Retail,Low Stock,Pending Return,Color not as shown,Neutral,Negative,38.0
327,328,Face Serum,Health & Beauty,2023-08-03,65.0,1.0,Europe,CUST1036,Online Direct,REP005,0.0,50,Online Direct,Out of Stock,Pending Return,Arrived late,Positive,Negative,65.0
328,329,Polo Shirt,Fashion,2023-09-02,32.0,1.0,Middle East & Africa,CUST1087,Retail,REP009,0.0,25,Online Direct,Out of Stock,Pending Return,Damaged on arrival,Negative,Negative,32.0
329,330,Tablet,Electronics,2023-03-26,325.0,5.0,Asia Pacific,CUST1042,Wholesale,REP008,0.0,250,Marketplace,Out of Stock,Returned,I love it,Positive,Positive,1625.0
330,331,Office Chair,Office Supplies,2023-06-19,195.0,3.0,Latin America,CUST1078,Online Direct,REP008,0.0,150,Retail,Low Stock,Returned,Fast delivery,Negative,Positive,585.0
331,332,Backpack,Sports & Outdoors,2024-06-21,52.0,1.0,Europe,CUST1049,Retail,REP003,0.0,40,Online Direct,Out of Stock,Returned,Will shop again,Positive,Positive,52.0
332,333,Cap,Fashion,2024-08-04,26.0,3.0,Latin America,CUST1050,Wholesale,REP008,0.0,20,Online Direct,Low Stock,Pending Return,Good value for money,Positive,Positive,78.0
333,334,Power Bank,Electronics,2023-01-07,26.0,5.0,North America,CUST1094,Online Direct,REP008,0.0,20,Retail,Out of Stock,Returned,Would buy again,Neutral,Positive,130.0
334,335,Table Lamp,Home Décor,2023-12-11,38.0,3.0,Asia Pacific,CUST1085,Retail,REP001,0.0,30,Wholesale,Out of Stock,Returned,Won't buy again,Positive,Negative,114.0
335,336,Bath Salts,Health & Beauty,2024-02-19,20.0,2.0,North America,CUST1012,Wholesale,REP007,0.0,15,Wholesale,Low Stock,No Return,Fantastic experience,Negative,Positive,40.0
336,337,Historical Document,Books & Media,2024-07-06,32.0,3.0,Latin America,CUST1058,Online Direct,REP003,0.0,25,Retail,In Stock,No Return,Terrible support,Neutral,Negative,96.0
337,338,Golf Club,Sports & Outdoors,2023-09-19,195.0,2.0,Latin America,CUST1082,Retail,REP001,0.0,150,Wholesale,In Stock,No Return,Delays in delivery,Neutral,Negative,390.0
338,339,Beanie,Fashion,2023-07-25,26.0,4.0,North America,CUST1069,Wholesale,REP008,0.0,20,Marketplace,Low Stock,Returned,Will shop again,Positive,Positive,104.0
339,340,Fitness Band,Electronics,2023-07-18,65.0,2.0,Middle East & Africa,CUST1020,Online Direct,REP006,0.0,50,Retail,Low Stock,Pending Return,Not recommended,Negative,Negative,130.0
340,341,Vacuum Cleaner,Home Appliances,2024-01-27,195.0,4.0,Middle East & Africa,CUST1047,Retail,REP010,0.0,150,Marketplace,In Stock,Returned,Missing accessories,Positive,Negative,780.0
341,342,Kayak,Sports & Outdoors,2023-12-20,390.0,2.0,Asia Pacific,CUST1020,Wholesale,REP010,0.0,300,Retail,Out of Stock,No Return,Not as described,Negative,Negative,780.0
342,343,Travel Guide,Books & Media,2024-04-07,26.0,2.0,Asia Pacific,CUST1072,Online Direct,REP007,0.0,20,Wholesale,Out of Stock,Returned,I love it,Positive,Positive,52.0
343,344,Mini Projector,Electronics,2023-06-18,130.0,4.0,North America,CUST1031,Retail,REP001,0.0,100,Marketplace,In Stock,Pending Return,Too expensive,Positive,Negative,520.0
344,345,Raincoat,Fashion,2024-07-21,105.0,5.0,Middle East & Africa,CUST1003,Wholesale,REP001,0.0,80,Marketplace,Low Stock,Pending Return,Delays in delivery,Neutral,Negative,525.0
345,346,Body Wash,Health & Beauty,2024-05-22,32.0,4.0,North America,CUST1075,Online Direct,REP009,0.0,25,Online Direct,In Stock,Returned,Will return,Positive,Negative,128.0
346,347,Pacifier,Baby Products,2024-05-22,13.0,3.0,North America,CUST1032,Retail,REP004,0.0,10,Online Direct,In Stock,Returned,Will return,Negative,Negative,39.0
347,348,Hiking Boots,Sports & Outdoors,2023-09-27,150.0,3.0,Europe,CUST1008,Wholesale,REP008,0.0,120,Wholesale,Low Stock,Pending Return,Perfect fit,Neutral,Positive,450.0
348,349,Beach Hat,Fashion,2023-03-26,26.0,2.0,Latin America,CUST1041,Online Direct,REP003,0.0,20,Online Direct,In Stock,Pending Return,Not as described,Neutral,Negative,52.0
349,350,HDMI Cable,Electronics,2024-03-19,20.0,1.0,Latin America,CUST1093,Retail,REP003,0.0,15,Online Direct,In Stock,No Return,Quick shipping,Positive,Positive,20.0
350,351,Slow Cooker,Home Appliances,2023-01-01,105.0,5.0,Europe,CUST1043,Wholesale,REP002,0.0,80,Wholesale,Low Stock,No Return,Item as described,Negative,Positive,525.0
351,352,Graphic Novel,Books & Media,2023-07-14,26.0,5.0,Asia Pacific,CUST1037,Online Direct,REP010,0.0,20,Marketplace,In Stock,Pending Return,Would buy again,Positive,Positive,130.0
352,353,Puffer Jacket,Fashion,2024-08-22,195.0,3.0,Middle East & Africa,CUST1046,Retail,REP010,0.0,150,Wholesale,In Stock,Pending Return,Perfect fit,Negative,Positive,585.0
353,354,Smart Home Security Camera,Electronics,2024-06-03,130.0,3.0,Asia Pacific,CUST1047,Wholesale,REP010,0.0,100,Online Direct,Out of Stock,Pending Return,Satisfied with my purchase,Positive,Positive,390.0
354,355,Rock Climbing Gear,Sports & Outdoors,2023-10-29,260.0,2.0,Middle East & Africa,CUST1081,Online Direct,REP003,0.0,200,Wholesale,In Stock,Returned,Color not as shown,Positive,Negative,520.0
355,356,Curtain Rod,Home Décor,2023-06-20,38.0,5.0,Latin America,CUST1057,Retail,REP009,0.0,30,Wholesale,In Stock,No Return,Returning this item,Neutral,Negative,190.0
356,357,Facial Moisturizer,Health & Beauty,2024-05-13,38.0,4.0,Latin America,CUST1097,Wholesale,REP003,0.0,30,Retail,Out of Stock,Pending Return,Won't buy again,Positive,Negative,152.0
357,358,Knit Hat,Fashion,2024-02-16,32.0,1.0,Middle East & Africa,CUST1058,Online Direct,REP007,0.0,25,Marketplace,Low Stock,Pending Return,Color not as shown,Negative,Negative,32.0
358,359,Baby Bath,Baby Products,2024-02-16,32.0,1.0,Middle East & Africa,CUST1033,Retail,REP010,0.0,25,Marketplace,Low Stock,Pending Return,Color not as shown,Neutral,Negative,32.0
359,360,Car Charger,Electronics,2023-08-09,20.0,1.0,Asia Pacific,CUST1075,Wholesale,REP007,0.0,15,Marketplace,In Stock,Returned,Poor packaging,Neutral,Negative,20.0
360,361,Mountain Bike,Sports & Outdoors,2023-08-08,390.0,2.0,Europe,CUST1025,Online Direct,REP004,0.0,300,Wholesale,In Stock,Returned,Missing accessories,Positive,Negative,780.0
361,362,Sweatshirt,Fashion,2024-06-26,65.0,4.0,Europe,CUST1068,Retail,REP006,0.0,50,Retail,Out of Stock,No Return,Missing accessories,Negative,Negative,260.0
362,363,Hand Cream,Health & Beauty,2023-12-01,26.0,5.0,Europe,CUST1029,Wholesale,REP010,0.0,20,Retail,Low Stock,Pending Return,Returning this item,Positive,Negative,130.0
363,364,Smart Plug,Electronics,2023-10-21,26.0,2.0,Europe,CUST1010,Online Direct,REP009,0.0,20,Online Direct,In Stock,No Return,Exceeds expectations,Negative,Positive,52.0
364,365,Cookbook,Books & Media,2024-04-09,32.0,5.0,Latin America,CUST1012,Retail,REP001,0.0,25,Marketplace,In Stock,Returned,Not recommended,Positive,Negative,160.0
365,366,Swimming Goggles,Sports & Outdoors,2024-04-29,20.0,1.0,North America,CUST1091,Wholesale,REP002,0.0,15,Online Direct,In Stock,Returned,Item as described,Positive,Positive,20.0
366,367,Kitchen Scale,Home Appliances,2023-09-19,38.0,5.0,Asia Pacific,CUST1063,Online Direct,REP009,0.0,30,Retail,In Stock,Pending Return,Arrived late,Neutral,Negative,190.0
367,368,Deodorant,Health & Beauty,2024-03-21,13.0,2.0,Asia Pacific,CUST1095,Retail,REP004,0.0,10,Marketplace,Low Stock,No Return,Top notch,Positive,Positive,26.0
368,369,Sunglasses,Fashion,2024-03-29,75.0,1.0,Asia Pacific,CUST1007,Wholesale,REP007,0.0,60,Online Direct,Out of Stock,No Return,Item as described,Negative,Positive,75.0
369,370,Smart Speaker,Electronics,2024-07-21,100.0,5.0,North America,CUST1100,Online Direct,REP002,0.0,80,Wholesale,Out of Stock,Returned,Damaged on arrival,Neutral,Negative,500.0
370,371,Climbing Rope,Sports & Outdoors,2023-02-20,90.0,3.0,North America,CUST1079,Retail,REP002,0.0,70,Online Direct,Out of Stock,No Return,Arrived late,Neutral,Negative,270.0
371,372,Graphic Novel,Books & Media,2023-06-13,32.0,4.0,Asia Pacific,CUST1094,Wholesale,REP008,0.0,25,Retail,Out of Stock,Returned,Too expensive,Positive,Negative,128.0
372,373,Long Sleeve Shirt,Fashion,2023-10-23,38.0,2.0,Latin America,CUST1074,Online Direct,REP003,0.0,30,Marketplace,Low Stock,Pending Return,Arrived late,Negative,Negative,76.0
373,374,Diaper Cream,Baby Products,2023-10-23,20.0,4.0,Latin America,CUST1034,Retail,REP009,0.0,15,Marketplace,Low Stock,Pending Return,Arrived late,Positive,Negative,80.0
374,375,GPS Device,Electronics,2023-07-23,130.0,1.0,Europe,CUST1044,Wholesale,REP006,0.0,100,Marketplace,Out of Stock,Returned,Good value for money,Negative,Positive,130.0
375,376,Tent,Sports & Outdoors,2023-05-28,195.0,3.0,Middle East & Africa,CUST1056,Online Direct,REP003,0.0,150,Retail,Low Stock,No Return,Fantastic experience,Positive,Positive,585.0
376,377,Throw Blanket,Home Décor,2024-02-29,38.0,4.0,North America,CUST1083,Retail,REP006,0.0,30,Online Direct,Out of Stock,Pending Return,Top notch,Positive,Positive,152.0
377,378,Hair Conditioner,Health & Beauty,2023-08-20,26.0,3.0,North America,CUST1058,Wholesale,REP010,0.0,20,Marketplace,Out of Stock,Returned,Mislabelled,Neutral,Negative,78.0
378,379,Self-Help Book,Books & Media,2023-06-05,26.0,4.0,Latin America,CUST1028,Online Direct,REP003,0.0,20,Retail,Low Stock,Pending Return,Quick shipping,Positive,Positive,104.0
379,380,Maxi Dress,Fashion,2023-03-23,105.0,1.0,Asia Pacific,CUST1018,Retail,REP010,0.0,80,Retail,Out of Stock,Returned,Fantastic experience,Negative,Positive,105.0
380,381,Car Air Purifier,Electronics,2024-07-28,50.0,4.0,Middle East & Africa,CUST1065,Wholesale,REP003,0.0,40,Online Direct,Low Stock,No Return,Will shop again,Neutral,Positive,200.0
381,382,Running Shoes,Sports & Outdoors,2023-09-21,105.0,1.0,Middle East & Africa,CUST1028,Online Direct,REP004,0.0,80,Marketplace,Low Stock,Returned,Will return,Neutral,Negative,105.0
382,383,Air Conditioner,Home Appliances,2024-04-19,520.0,1.0,Middle East & Africa,CUST1067,Retail,REP009,0.0,400,Wholesale,Low Stock,No Return,Fantastic experience,Positive,Positive,520.0
383,384,Suit Jacket,Fashion,2024-08-10,195.0,2.0,Middle East & Africa,CUST1068,Wholesale,REP004,0.0,150,Wholesale,Out of Stock,Returned,Will return,Negative,Negative,390.0
384,385,Bluetooth Earphones,Electronics,2024-06-14,32.0,2.0,Latin America,CUST1027,Online Direct,REP006,0.0,25,Marketplace,Out of Stock,Returned,Delays in delivery,Positive,Negative,64.0
385,386,Water Filter,Sports & Outdoors,2023-03-27,26.0,5.0,Middle East & Africa,CUST1086,Retail,REP002,0.0,20,Wholesale,In Stock,Returned,Won't buy again,Negative,Negative,130.0
386,387,Biography Book,Books & Media,2023-08-06,38.0,1.0,North America,CUST1037,Wholesale,REP009,0.0,30,Online Direct,Out of Stock,No Return,Satisfied with my purchase,Positive,Positive,38.0
387,388,Hand Soap,Health & Beauty,2023-04-10,13.0,3.0,Middle East & Africa,CUST1083,Online Direct,REP001,0.0,10,Retail,In Stock,Returned,Very fast service,Positive,Positive,39.0
388,389,Cardigan,Fashion,2023-01-23,65.0,3.0,Middle East & Africa,CUST1098,Retail,REP008,0.0,50,Online Direct,Out of Stock,Returned,Won't buy again,Neutral,Negative,195.0
389,390,Coffee Grinder,Home Appliances,2024-02-01,38.0,3.0,North America,CUST1037,Wholesale,REP006,0.0,30,Marketplace,Out of Stock,Pending Return,Will return,Positive,Negative,114.0
390,391,Sound System,Electronics,2023-04-17,260.0,2.0,Asia Pacific,CUST1091,Online Direct,REP002,0.0,200,Marketplace,Out of Stock,Pending Return,Not as described,Negative,Negative,520.0
391,392,Baby Monitor,Baby Products,2023-04-17,80.0,1.0,Asia Pacific,CUST1035,Retail,REP009,0.0,60,Marketplace,Out of Stock,Pending Return,Not as described,Neutral,Negative,80.0
392,393,Fitness Tracker,Sports & Outdoors,2023-11-19,65.0,2.0,Europe,CUST1051,Wholesale,REP003,0.0,50,Retail,Low Stock,No Return,Returning this item,Neutral,Negative,130.0
393,394,Travel Journal,Books & Media,2023-12-20,20.0,4.0,Middle East & Africa,CUST1012,Online Direct,REP002,0.0,15,Marketplace,Low Stock,Returned,Poor packaging,Positive,Negative,80.0
394,395,Chinos,Fashion,2023-06-14,52.0,5.0,Middle East & Africa,CUST1050,Retail,REP006,0.0,40,Online Direct,In Stock,Returned,Returning this item,Negative,Negative,260.0
395,396,Essential Oils,Health & Beauty,2023-03-06,32.0,4.0,Middle East & Africa,CUST1015,Online Direct,REP005,0.0,25,Marketplace,In Stock,Returned,Do not recommend,Positive,Negative,128.0
396,397,Gaming Console,Electronics,2024-01-28,390.0,1.0,Latin America,CUST1055,Retail,REP005,0.0,300,Marketplace,Out of Stock,Returned,Perfect fit,Negative,Positive,390.0
397,398,Sports Watch,Sports & Outdoors,2023-08-05,105.0,1.0,Latin America,CUST1087,Wholesale,REP003,0.0,80,Online Direct,In Stock,Pending Return,Top notch,Positive,Positive,105.0
398,399,Washing Machine,Home Appliances,2023-11-21,650.0,3.0,Latin America,CUST1069,Retail,REP007,0.0,500,Marketplace,Out of Stock,No Return,Won't buy again,Positive,Negative,1950.0
399,400,Summer Skirt,Fashion,2024-03-13,38.0,5.0,Latin America,CUST1033,Wholesale,REP002,0.0,30,Wholesale,In Stock,Pending Return,Top notch,Neutral,Positive,190.0
400,401,Lipstick,Health & Beauty,2023-09-18,26.0,5.0,Asia Pacific,CUST1062,Online Direct,REP006,0.0,20,Retail,Out of Stock,No Return,Nice experience,Positive,Negative,130.0
401,402,Historical Fiction Book,Books & Media,2023-08-26,26.0,3.0,Latin America,CUST1090,Retail,REP002,0.0,20,Online Direct,Low Stock,Pending Return,Exceeds expectations,Negative,Positive,78.0
402,403,Tent,Sports & Outdoors,2023-10-05,195.0,1.0,Asia Pacific,CUST1049,Wholesale,REP004,0.0,150,Wholesale,Out of Stock,Returned,Mislabelled,Neutral,Negative,195.0
403,404,Throw Pillow,Home Décor,2023-11-14,32.0,5.0,Latin America,CUST1027,Online Direct,REP005,0.0,25,Wholesale,Out of Stock,No Return,Mislabelled,Neutral,Negative,160.0
404,405,Smartwatch,Electronics,2023-06-08,130.0,5.0,Europe,CUST1041,Retail,REP010,0.0,100,Online Direct,Low Stock,Pending Return,Color not as shown,Positive,Negative,650.0
405,406,Yoga Mat,Sports & Outdoors,2024-06-11,38.0,5.0,Europe,CUST1003,Wholesale,REP005,0.0,30,Marketplace,In Stock,Returned,Very fast service,Negative,Positive,190.0
406,407,Winter Coat,Fashion,2024-01-30,195.0,5.0,Europe,CUST1093,Retail,REP009,0.0,150,Online Direct,Out of Stock,No Return,Mislabelled,Positive,Negative,975.0
407,408,Drone,Electronics,2023-03-13,390.0,5.0,North America,CUST1053,Online Direct,REP004,0.0,300,Online Direct,In Stock,Pending Return,Missing accessories,Negative,Negative,1950.0
408,409,Book Set,Books & Media,2023-01-17,65.0,1.0,Europe,CUST1071,Wholesale,REP001,0.0,50,Online Direct,In Stock,Returned,Damaged on arrival,Positive,Negative,65.0
409,410,Jacket,Fashion,2023-07-16,80.0,4.0,Latin America,CUST1056,Retail,REP003,0.0,60,Marketplace,Out of Stock,Returned,Very fast service,Positive,Positive,320.0
410,411,Smart TV,Electronics,2023-02-02,650.0,5.0,North America,CUST1043,Online Direct,REP007,0.0,500,Wholesale,In Stock,Pending Return,Item as described,Neutral,Positive,3250.0
411,412,GPS Watch,Sports & Outdoors,2024-04-14,130.0,3.0,Europe,CUST1092,Wholesale,REP009,0.0,100,Online Direct,Out of Stock,No Return,Do not recommend,Positive,Negative,390.0
412,413,Dishwasher,Home Appliances,2023-12-16,780.0,2.0,Latin America,CUST1011,Retail,REP001,0.0,600,Online Direct,Out of Stock,Pending Return,Returning this item,Negative,Negative,1560.0
413,414,Leather Jacket,Fashion,2023-01-11,325.0,5.0,Asia Pacific,CUST1033,Online Direct,REP007,0.0,250,Online Direct,In Stock,Pending Return,Do not recommend,Neutral,Negative,1625.0
414,415,Facial Scrub,Health & Beauty,2024-04-03,38.0,2.0,Asia Pacific,CUST1076,Retail,REP005,0.0,30,Online Direct,Out of Stock,Returned,Great product,Neutral,Positive,76.0
415,416,Inflatable Boat,Sports & Outdoors,2023-05-05,520.0,5.0,Middle East & Africa,CUST1017,Wholesale,REP009,0.0,400,Retail,Low Stock,Returned,Nice experience,Positive,Negative,2600.0
416,417,Deep Freezer,Home Appliances,2023-06-06,520.0,5.0,Europe,CUST1069,Retail,REP002,0.0,400,Marketplace,In Stock,Pending Return,Top notch,Negative,Positive,2600.0
417,418,Overcoat,Fashion,2023-10-09,260.0,5.0,Middle East & Africa,CUST1024,Online Direct,REP010,0.0,200,Wholesale,Out of Stock,Returned,Nice experience,Positive,Negative,1300.0
418,419,Bookcase,Books & Media,2023-10-06,195.0,4.0,Middle East & Africa,CUST1068,Retail,REP009,0.0,150,Retail,Low Stock,Pending Return,Good value for money,Negative,Positive,780.0
419,420,Wool Sweater,Fashion,2024-06-07,130.0,1.0,Latin America,CUST1010,Wholesale,REP007,0.0,100,Marketplace,In Stock,No Return,Great product,Positive,Positive,130.0
420,421,High-Resolution Monitor,Electronics,2023-03-16,260.0,2.0,Middle East & Africa,CUST1018,Online Direct,REP002,0.0,200,Wholesale,Low Stock,No Return,Arrived late,Positive,Negative,520.0
421,422,Outdoor Grill,Sports & Outdoors,2023-08-19,390.0,4.0,Europe,CUST1025,Retail,REP006,0.0,300,Online Direct,Out of Stock,Pending Return,Great product,Neutral,Positive,1560.0
422,423,Writing Journal,Books & Media,2024-03-25,20.0,4.0,Europe,CUST1008,Wholesale,REP007,0.0,15,Retail,In Stock,Returned,Will shop again,Positive,Positive,80.0
423,424,Bath Towel,Health & Beauty,2023-07-02,32.0,5.0,Europe,CUST1032,Online Direct,REP008,0.0,25,Wholesale,In Stock,No Return,Very satisfied,Negative,Positive,160.0
424,425,Kayak,Sports & Outdoors,2023-11-10,390.0,4.0,Middle East & Africa,CUST1083,Wholesale,REP001,0.0,300,Wholesale,In Stock,Returned,Very satisfied,Neutral,Positive,1560.0
425,426,Air Purifier,Home Appliances,2023-07-18,105.0,1.0,Asia Pacific,CUST1085,Retail,REP001,0.0,80,Online Direct,In Stock,Returned,Mislabelled,Neutral,Negative,105.0
426,427,Smartwatch,Electronics,2023-09-02,130.0,5.0,Asia Pacific,CUST1059,Wholesale,REP006,0.0,100,Marketplace,Out of Stock,Pending Return,Fantastic experience,Positive,Positive,650.0
427,428,Textbook,Books & Media,2023-06-05,65.0,4.0,North America,CUST1052,Online Direct,REP001,0.0,50,Marketplace,Low Stock,No Return,Delays in delivery,Negative,Negative,260.0
428,429,Leather Belt,Fashion,2023-09-16,38.0,3.0,Middle East & Africa,CUST1003,Retail,REP010,0.0,30,Wholesale,Low Stock,Returned,Very satisfied,Positive,Positive,114.0
429,430,Facial Mask,Health & Beauty,2023-11-25,38.0,1.0,Asia Pacific,CUST1056,Online Direct,REP010,0.0,30,Wholesale,Out of Stock,No Return,Not worth the money,Negative,Negative,38.0
430,431,Base Layer,Sports & Outdoors,2024-08-22,52.0,4.0,Europe,CUST1075,Wholesale,REP001,0.0,40,Online Direct,In Stock,Pending Return,Not worth the money,Positive,Negative,208.0
431,432,Reference Book,Books & Media,2023-09-15,32.0,5.0,Asia Pacific,CUST1029,Retail,REP007,0.0,25,Retail,Low Stock,No Return,Not as described,Positive,Negative,160.0
432,433,Sunglasses,Fashion,2023-12-03,75.0,5.0,North America,CUST1033,Wholesale,REP003,0.0,60,Marketplace,In Stock,Returned,Not worth the money,Neutral,Negative,375.0
433,434,Noise-Canceling Headphones,Electronics,2024-02-21,100.0,5.0,Middle East & Africa,CUST1100,Retail,REP010,0.0,80,Retail,Out of Stock,Returned,Will return,Positive,Negative,500.0
434,435,Electric Grill,Home Appliances,2023-09-13,130.0,3.0,North America,CUST1080,Online Direct,REP003,0.0,100,Wholesale,In Stock,No Return,Very fast service,Negative,Positive,390.0
435,436,Children's Book,Books & Media,2023-05-27,13.0,3.0,Latin America,CUST1073,Wholesale,REP005,0.0,10,Online Direct,Out of Stock,Pending Return,Perfect fit,Neutral,Positive,39.0
436,437,Walking Shoes,Sports & Outdoors,2023-06-14,75.0,4.0,North America,CUST1052,Retail,REP001,0.0,60,Marketplace,Low Stock,Returned,Excellent quality,Neutral,Positive,300.0
437,438,Air Conditioner,Home Appliances,2023-11-10,520.0,4.0,North America,CUST1072,Wholesale,REP006,0.0,400,Retail,Low Stock,Pending Return,Do not recommend,Positive,Negative,2080.0
438,439,Fiction Novel,Books & Media,2023-05-30,32.0,3.0,Asia Pacific,CUST1072,Online Direct,REP002,0.0,25,Wholesale,In Stock,Pending Return,Color not as shown,Negative,Negative,96.0
439,440,E-Reader,Electronics,2023-09-18,105.0,2.0,Middle East & Africa,CUST1045,Retail,REP006,0.0,80,Retail,Out of Stock,No Return,Won't buy again,Positive,Negative,210.0
440,441,Ski Poles,Sports & Outdoors,2023-07-23,38.0,5.0,North America,CUST1005,Wholesale,REP005,0.0,30,Online Direct,In Stock,Pending Return,Could be better,Negative,Negative,190.0
441,442,Travel Bag,Fashion,2024-04-03,52.0,4.0,Middle East & Africa,CUST1099,Online Direct,REP008,0.0,40,Wholesale,Low Stock,Pending Return,Excellent quality,Positive,Positive,208.0
442,443,Webcam,Electronics,2024-03-09,65.0,3.0,North America,CUST1074,Retail,REP005,0.0,50,Wholesale,In Stock,No Return,Returning this item,Positive,Negative,195.0
443,444,Educational Game,Books & Media,2024-05-01,26.0,5.0,Europe,CUST1056,Online Direct,REP005,0.0,20,Online Direct,Out of Stock,Pending Return,Missing accessories,Neutral,Negative,130.0
444,445,Baseball Cap,Sports & Outdoors,2023-04-27,26.0,5.0,Latin America,CUST1062,Wholesale,REP009,0.0,20,Retail,In Stock,Pending Return,Fast delivery,Positive,Positive,130.0
445,446,Moisturizer,Health & Beauty,2024-05-23,32.0,4.0,Latin America,CUST1054,Online Direct,REP002,0.0,25,Online Direct,Low Stock,No Return,Excellent quality,Negative,Positive,128.0
446,447,Tote Bag,Fashion,2024-04-18,38.0,3.0,Middle East & Africa,CUST1002,Retail,REP002,0.0,30,Online Direct,Low Stock,Returned,Could be better,Neutral,Negative,114.0
447,448,Science Fiction Book,Books & Media,2023-05-18,32.0,3.0,Asia Pacific,CUST1018,Online Direct,REP004,0.0,25,Online Direct,In Stock,Returned,Item as described,Neutral,Positive,96.0
448,449,Denim Jacket,Fashion,2024-05-11,105.0,1.0,Europe,CUST1100,Retail,REP005,0.0,80,Retail,In Stock,Returned,Fast delivery,Positive,Positive,105.0
449,450,Plant Pot,Home Décor,2023-05-30,26.0,1.0,Middle East & Africa,CUST1067,Wholesale,REP009,0.0,20,Marketplace,Out of Stock,Returned,Very fast service,Negative,Positive,26.0
450,451,Hairbrush,Health & Beauty,2024-05-27,20.0,2.0,Asia Pacific,CUST1019,Online Direct,REP009,0.0,15,Online Direct,In Stock,Returned,Could be better,Positive,Negative,40.0
451,452,Wireless Earbuds,Electronics,2023-09-09,38.0,5.0,Europe,CUST1042,Wholesale,REP003,0.0,30,Marketplace,In Stock,No Return,Top notch,Negative,Positive,190.0
452,453,Winter Scarf,Fashion,2023-07-23,52.0,4.0,Asia Pacific,CUST1077,Retail,REP005,0.0,40,Wholesale,In Stock,No Return,Terrible support,Positive,Negative,208.0
453,454,Children's Encyclopedia,Books & Media,2024-07-19,52.0,3.0,Asia Pacific,CUST1018,Online Direct,REP001,0.0,40,Retail,In Stock,Returned,Arrived late,Positive,Negative,156.0
454,455,Sunscreen,Health & Beauty,2023-11-24,20.0,2.0,Middle East & Africa,CUST1067,Retail,REP009,0.0,15,Marketplace,Low Stock,Returned,Fast delivery,Neutral,Positive,40.0
455,456,Smartwatch,Electronics,2023-05-26,130.0,5.0,North America,CUST1027,Retail,REP010,0.0,100,Retail,Low Stock,Pending Return,Mislabelled,Positive,Negative,650.0
456,457,Trail Shoes,Sports & Outdoors,2023-06-17,65.0,5.0,Asia Pacific,CUST1072,Wholesale,REP003,0.0,50,Wholesale,Low Stock,Pending Return,Terrible support,Negative,Negative,325.0
457,458,Athletic Shoes,Fashion,2024-02-04,75.0,4.0,Middle East & Africa,CUST1009,Retail,REP003,0.0,60,Marketplace,Out of Stock,Pending Return,I love it,Neutral,Positive,300.0
458,459,Dash Cam,Electronics,2024-04-03,90.0,3.0,Europe,CUST1022,Online Direct,REP007,0.0,70,Online Direct,Out of Stock,Returned,Very fast service,Neutral,Positive,270.0
459,460,Air Purifier,Home Appliances,2023-03-11,105.0,4.0,Asia Pacific,CUST1061,Wholesale,REP010,0.0,80,Wholesale,Low Stock,No Return,Nice experience,Positive,Negative,420.0
